---manuelle Felder:


---Felder von SQL Datenbank
Code,Comment,Description,Datentyp
VZ1_ORT_AENDERUNGSDATUM,,,DATE
VZ1_ORT_BLD_LANDNR,,,N4
VZ1_ORT_BUNDESLANDLFDNR,,,N4
VZ1_ORT_ERSTELLDATUM,,,DATE
VZ1_ORT_ERSTELLUSER,,,A10
VZ1_ORT_EXTERNEID,,,A50
VZ1_ORT_FREIFELDA01_100,,,A100
VZ1_ORT_FREIFELDA02_100,,,A100
VZ1_ORT_FREIFELDN03_9,,,N9
VZ1_ORT_GEM_LANDNR,,,N4
VZ1_ORT_GEMEINDENR,,,N12
VZ1_ORT_ISTAKTIV,,,N1
VZ1_ORT_ISTHAUPTORT,,,N1
VZ1_ORT_LANDNR,,,N4
VZ1_ORT_LETZTERUSER,,,A10
VZ1_ORT_MATCHCODE,,,A100
VZ1_ORT_ORTSNAME,,,A50
VZ1_ORT_ORTSNAMELANG,,,A255
VZ1_ORT_PLZ,,,A10
VZ1_ORT_PLZUNTERNR,,,N3
VZ1_ORT_VORWAHL,,,A15
VZ1_PSJ_DIENSTVLFDNR,,,N4
VZ1_PSJ_FIRMENNR,,,N10
VZ1_PSJ_MITARBEITERID,,,A16
VZ1_PSM_JAHR,,,int (10. 0)
VZ1_PSM_MONAT,,,int (10. 0)
VZ1_SUM_KRANK_UNFALL,,,numeric (38. 9)
VZ1_SUM_URLAUB_PFLEGEURLAUB,,,numeric (38. 9)
VZ2_ORT_AENDERUNGSDATUM,,,DATE
VZ2_ORT_BLD_LANDNR,,,N4
VZ2_ORT_BUNDESLANDLFDNR,,,N4
VZ2_ORT_ERSTELLDATUM,,,DATE
VZ2_ORT_ERSTELLUSER,,,A10
VZ2_ORT_EXTERNEID,,,A50
VZ2_ORT_FREIFELDA01_100,,,A100
VZ2_ORT_FREIFELDA02_100,,,A100
VZ2_ORT_FREIFELDN03_9,,,N9
VZ2_ORT_GEM_LANDNR,,,N4
VZ2_ORT_GEMEINDENR,,,N12
VZ2_ORT_ISTAKTIV,,,N1
VZ2_ORT_ISTHAUPTORT,,,N1
VZ2_ORT_LANDNR,,,N4
VZ2_ORT_LETZTERUSER,,,A10
VZ2_ORT_MATCHCODE,,,A100
VZ2_ORT_ORTSNAME,,,A50
VZ2_ORT_ORTSNAMELANG,,,A255
VZ2_ORT_PLZ,,,A10
VZ2_ORT_PLZUNTERNR,,,N3
VZ2_ORT_VORWAHL,,,A15
VZA_ABF,,,N4
VZA_AENDERUNGSDATUM,,,DATE
VZA_DBSNR,,,N15
VZA_ERSTELLDATUM,,,DATE
VZA_ERSTELLUSER,,,A10
VZA_INNERHALB,,,N1
VZA_JUBIL,,,N4
VZA_KRANK,,,N4
VZA_LETZTERUSER,,,A10
VZA_URLAUB,,,N4
VZA_VZABEZ,,,A255
VZA_VZANR,,,N4
VZE_AENDERUNGSDATUM,,,DATE
VZE_BESCHAEFTIGUNG,,,N2
VZE_DIENSTGEBER,,,A255
VZE_DKZID,,,SEQID
VZE_ERSTELLDATUM,,,DATE
VZE_ERSTELLKZ,,,N2
VZE_ERSTELLUSER,,,A10
VZE_FIRMENNR,,,N10
VZE_FREIFELDA50_1,,,A50
VZE_FREIFELDA50_2,,,A50
VZE_FREIFELDD1,,,DATE
VZE_FREIFELDN10_1,,,N10
VZE_FREIFELDN10_2,,,N10
VZE_HATDOKUMENTE,,,N1
VZE_INFOTABLFDNR,,,N15
VZE_INFOTABPOSLFDNR,,,N15
VZE_INFOTEXT,,,A255
VZE_LETZTERUSER,,,A10
VZE_PERSONENID,,,A16
VZE_POSTITNR,,,N15
VZE_TAETIGKEIT,,,A255
VZE_VORDIENSTID,,,N15
VZE_VORDIENSTZEITBIS,,,DATE
VZE_VORDIENSTZEITVON,,,DATE
VZE_ZEITRAUM_BIS,,,A10
VZE_ZEITRAUM_VON,,,A10
VZP_FIRMENNR,,,N10
VZP_KLID,,,A16
VZP_PWKID,,,bigint (19. 0)
VZU_AENDERUNGSDATUM,,,DATE
VZU_ERSTELLDATUM,,,DATE
VZU_ERSTELLUSER,,,A10
VZU_FIRMENNR,,,N10
VZU_KLI_FIRMENNR,,,N10
VZU_KLI_KLID,,,A16
VZU_KUG_FIRMENNR,,,N10
VZU_KUG_KUNDENHAUPTGRNR,,,N5
VZU_KUG_KUNDENUNTERGRNR,,,N5
VZU_LETZTERUSER,,,A10
VZU_PRIORITAET,,,N10
VZU_PRO_FIRMENNR,,,N10
VZU_PROJEKTNR,,,N10
VZU_PROJEKTTYP,,,N2
VZU_VMT_FIRMENNR,,,N10
VZU_VMT_VMTTABNR,,,N9
VZU_VTF_FIRMENNR,,,N10
VZU_VTF_TABNR,,,N9
VZU_VZUID,,,SEQID
VZW_AENDERUNGSDATUM,,,DATE
VZW_ERSTELLDATUM,,,DATE
VZW_ERSTELLUSER,,,A10
VZW_FIRMENNR,,,N10
VZW_GUELTIG_AB,,,DATE
VZW_GUELTIG_BIS,,,DATE
VZW_LETZTERUSER,,,A10
VZW_MATCHCODE,,,A30
VZW_SBC_FIRMENNR,,,N10
VZW_SBC_SBCCODE,,,A2
VZW_VZWBEZ,,,A255
VZW_VZWCODE,,,N2
VZW_VZWKURZBEZ,,,A120
VZZ_ABF_AEND,,,DATE
VZZ_ABF_JAHRE,,,N2
VZZ_ABF_MONATE,,,N2
VZZ_ABF_TAGE,,,N2
VZZ_AENDERUNGSDATUM,,,DATE
VZZ_BISDATUM,,,DATE
VZZ_DBSNR,,,N15
VZZ_DIENSTVLFDNR,,,N4
VZZ_ERSTELLDATUM,,,DATE
VZZ_ERSTELLUSER,,,A10
VZZ_FIRMENNR,,,N10
VZZ_JAHRE,,,N2
VZZ_JUBIL_AEND,,,DATE
VZZ_JUBIL_JAHRE,,,N2
VZZ_JUBIL_MONATE,,,N2
VZZ_JUBIL_TAGE,,,N2
VZZ_KRANK_AEND,,,DATE
VZZ_KRANK_JAHRE,,,N2
VZZ_KRANK_MONATE,,,N2
VZZ_KRANK_TAGE,,,N2
VZZ_LETZTERUSER,,,A10
VZZ_MITARBEITERID,,,A16
VZZ_MONATE,,,N2
VZZ_TAGE,,,N2
VZZ_URLAUB_AEND,,,DATE
VZZ_URLAUB_JAHRE,,,N2
VZZ_URLAUB_MONATE,,,N2
VZZ_URLAUB_TAGE,,,N2
VZZ_VONDATUM,,,DATE
VZZ_VORZEICHEN,,,N1
VZZ_VZANR,,,N4
VZZ_VZZBEZ,,,A255
VZZ_VZZID,,,SEQID
WA1_WAG_ABT_KOSTENSTAMMNR,,,A20
WA1_WAG_AENDERUNGSCODE,,,N1
WA1_WAG_AENDERUNGSDATUM,,,DATE
WA1_WAG_AKTIV,,,N1
WA1_WAG_ARTIKELNR_PREFIX,,,A40
WA1_WAG_AUSDRUCK_BEZUGSZEITR,,,N1
WA1_WAG_AUSDRUCKKZ,,,A20
WA1_WAG_BEARB_EK_FIRMENNR,,,N10
WA1_WAG_BEARB_EK_MITARBID,,,A16
WA1_WAG_BESCHAFFUNGSART,,,N1
WA1_WAG_BESCHR_WWSTEXTBNR,,,N15
WA1_WAG_BESTELLVORSCHLAGKZ,,,N1
WA1_WAG_BMDWVNR,,,A15
WA1_WAG_CHARGENKZ,,,N1
WA1_WAG_CHARGENREINHEIT,,,N1
WA1_WAG_DBPROZENT_DIVERS,,,numeric (24. 9)
WA1_WAG_DIFFBEST_ERLAUBT,,,N1
WA1_WAG_DIM_KOSTENSTAMMNR,,,A20
WA1_WAG_EAG_PACKSTOFFNR,,,N4
WA1_WAG_EAGTABNR,,,N9
WA1_WAG_EDIT_DOG,,,A10
WA1_WAG_EINHEITENTABNR,,,N9
WA1_WAG_EKPREISKZ_ABBV,,,N1
WA1_WAG_ERSTELLDATUM,,,DATE
WA1_WAG_ERSTELLUSER,,,A10
WA1_WAG_ETIKETTENCODE,,,N2
WA1_WAG_ETIKETTENKZ,,,N1
WA1_WAG_FARBCODENR,,,N2
WA1_WAG_FARBCODETABNR,,,N2
WA1_WAG_FARBE_ZWINGEND,,,N1
WA1_WAG_FARBENTABNR,,,N9
WA1_WAG_FBK_SPEICHERNAME,,,A30
WA1_WAG_FEAID,,,SEQID
WA1_WAG_FIRMENNR,,,N10
WA1_WAG_FOTONR,,,N15
WA1_WAG_FRACHT_BERECHTIGT,,,N1
WA1_WAG_FREIFELDA03_120,,,A120
WA1_WAG_FREIFELDA04_120,,,A120
WA1_WAG_FREIFELDA05,,,BIGSTRING
WA1_WAG_FREIFELDA1,,,A20
WA1_WAG_FREIFELDA2,,,A20
WA1_WAG_FREIFELDNK1,,,numeric (24. 9)
WA1_WAG_FREIFELDNK2,,,numeric (24. 9)
WA1_WAG_GARANTIEZEITRAUM,,,N6
WA1_WAG_GARANTIEZEITRAUMKZ,,,N1
WA1_WAG_GBR_KOSTENSTAMMNR,,,A20
WA1_WAG_GEFAHRENGUTNR,,,N9
WA1_WAG_GEPL_ABGANG_BUCHEN,,,N1
WA1_WAG_GROESSE_ZWINGEND,,,N1
WA1_WAG_GROESSENTABNR,,,N9
WA1_WAG_GUTSCHEINAKTIONKZ,,,N1
WA1_WAG_HAT_FARBEN,,,N1
WA1_WAG_HAT_GROESSEN,,,N1
WA1_WAG_IFZ_FIRMENNR,,,N10
WA1_WAG_INTRASTAT_SETKZ,,,N1
WA1_WAG_INTRASTAT_SETKZ_EK,,,N1
WA1_WAG_INTRASTATPFLICHTIG,,,N1
WA1_WAG_INTRASTATWVNR,,,A10
WA1_WAG_IOGID,,,bigint (19. 0)
WA1_WAG_IST_DIVERS,,,N1
WA1_WAG_IST_EIGENPRODUKTION,,,N1
WA1_WAG_IST_PFANDARTIKEL,,,N1
WA1_WAG_IST_SHOPARTIKEL,,,N1
WA1_WAG_IST_STATISTIKARTIKEL,,,N1
WA1_WAG_IST_VERLEIHARTIKEL,,,N1
WA1_WAG_IST_VERRECHNARTIKEL,,,N1
WA1_WAG_ISTTAETIGKEITSGRUPPE,,,N1
WA1_WAG_KONTENTABNR,,,N9
WA1_WAG_KOSTENST_KOSTENSTAMMNR,,,A20
WA1_WAG_KOSTENTR_KOSTENSTAMMNR,,,A20
WA1_WAG_KURZBEZ,,,A50
WA1_WAG_LAG_EINSTPREIS_ERMKZ,,,N2
WA1_WAG_LAGERKZ,,,N1
WA1_WAG_LAGERUNTERSCHREITUNG,,,N2
WA1_WAG_LAP_FINDUNG_EK,,,N1
WA1_WAG_LETZTERUSER,,,A10
WA1_WAG_LSG_FIRMENNR,,,N10
WA1_WAG_LSG_LFSHAUPTGRUPPE,,,N9
WA1_WAG_LSG_LFSUNTERGRUPPE,,,N9
WA1_WAG_MATCHCODE,,,A30
WA1_WAG_MATERIALFINDUNGKZ,,,N1
WA1_WAG_MAXIMALRABATT,,,numeric (24. 9)
WA1_WAG_MHDRUNDUNG,,,N1
WA1_WAG_MINDESTDB,,,numeric (24. 9)
WA1_WAG_MINDESTHALTBARKEIT,,,N7
WA1_WAG_MIT_AUSDRUCK_GRUPPE,,,N1
WA1_WAG_MIT_BEZUGSJAHR_TRENNEN,,,N1
WA1_WAG_MIT_BONUS,,,N1
WA1_WAG_MIT_KOMMISSIONIERUNG,,,N1
WA1_WAG_MIT_KUNDENKARTEI,,,N1
WA1_WAG_MIT_PPV,,,N1
WA1_WAG_MIT_SKONTO,,,N1
WA1_WAG_PACKSTOFFTABNR,,,N9
WA1_WAG_POSTITNR,,,N15
WA1_WAG_PROVISIONSKZ,,,N1
WA1_WAG_QUALITAETSKONTROLLE,,,N1
WA1_WAG_RABATTKZ,,,N1
WA1_WAG_RABATTKZ_EK,,,N1
WA1_WAG_RECHNUNGSFREIGABE,,,N1
WA1_WAG_RECHNUNGSGRUPPE,,,N4
WA1_WAG_RSEID,,,SEQID
WA1_WAG_RUECKSTANDKZ,,,N1
WA1_WAG_RUNDUNGSKOPFNR,,,N10
WA1_WAG_SERIENNRKZ,,,N1
WA1_WAG_SETKZ,,,N1
WA1_WAG_SHOW_DOG,,,A10
WA1_WAG_SNR_MASKE,,,A80
WA1_WAG_SPESENAUFTEILUNG,,,N1
WA1_WAG_SPESENPFLICHT,,,N1
WA1_WAG_STEUERTABNR,,,N9
WA1_WAG_STKL_VERARBKZ,,,N2
WA1_WAG_TOUCHSCREEN_SHOW,,,N1
WA1_WAG_VKPREISGRUND_ID,,,N15
WA1_WAG_VKPREISKONTROLLE_ART,,,N1
WA1_WAG_VKPREISKONTROLLE_KZ,,,N1
WA1_WAG_VORG_FARBENNR,,,N10
WA1_WAG_VORG_FRB_FIRMENNR,,,N10
WA1_WAG_VORG_GRO_FIRMENNR,,,N10
WA1_WAG_VORG_GROESSENKBEZ,,,A10
WA1_WAG_VORG_LAG_FIRMENNR_EK,,,N10
WA1_WAG_VORG_LAGERNR_EK,,,N9
WA1_WAG_VORG_LAGERPLATZ_EK,,,A15
WA1_WAG_VORGABE_FIRMENNR,,,N10
WA1_WAG_VORGABE_LAGERNR,,,N9
WA1_WAG_VORGABE_LAGERPLATZ,,,A15
WA1_WAG_VORWARNTAGE,,,N5
WA1_WAG_VORWARNTAGE_EK,,,N5
WA1_WAG_VPIERHOEHUNG,,,N1
WA1_WAG_WARENGRBEZ,,,A50
WA1_WAG_WARENHAUPTGRNR,,,N9
WA1_WAG_WARENUNTERGRNR,,,N9
WA1_WAG_WEINSATZ_SPEICHERN,,,N1
WA1_WAG_ZUSTBEREICHLFDNR,,,N6
WA2_WAB_ABT_KOSTENSTAMMNR,,,A20
WA2_WAB_AENDERUNGSDATUM,,,DATE
WA2_WAB_BELEGDATUM,,,DATE
WA2_WAB_BELEGNUMMER,,,N9
WA2_WAB_BELEGSYMBOL,,,A4
WA2_WAB_BPD_BESTPOSLFDNR,,,N9
WA2_WAB_BPD_BESTPRODERFASSNR,,,N18
WA2_WAB_BPD_ERFASSPOSDETLFDNR,,,N9
WA2_WAB_BPD_ERFASSUNGSKZ,,,A3
WA2_WAB_BPD_FIRMENNR,,,N10
WA2_WAB_BUCHART,,,N2
WA2_WAB_BUCHKENNZ,,,N1
WA2_WAB_BUCHUNGSTEXT,,,A100
WA2_WAB_DIM_KOSTENSTAMMNR,,,A20
WA2_WAB_EINHEITKBEZ,,,A6
WA2_WAB_ERKONTRPOS_ID,,,SEQID
WA2_WAB_ERSTELLDATUM,,,DATE
WA2_WAB_ERSTELLUSER,,,A10
WA2_WAB_FIBU_EINZNW_GUID,,,N15
WA2_WAB_FIBUGEGENKONTO,,,N10
WA2_WAB_FIBUKONTO,,,N10
WA2_WAB_FIRMENNR,,,N10
WA2_WAB_GBR_KOSTENSTAMMNR,,,A20
WA2_WAB_GKTO_KOREMENGENNR,,,A18
WA2_WAB_ISTKORRIGIERT,,,N1
WA2_WAB_ISTSTORNIERT,,,N1
WA2_WAB_KOMMENTAR,,,A255
WA2_WAB_KORE_EINZNW_GUID,,,N15
WA2_WAB_KOREMENGE,,,numeric (19. 6)
WA2_WAB_KOREMENGENNR,,,A18
WA2_WAB_KOREMENGENNR_BMD5X,,,N3
WA2_WAB_KOSTENST_KOSTENSTAMMNR,,,A20
WA2_WAB_KOSTENTR_KOSTENSTAMMNR,,,A20
WA2_WAB_LETZTERUSER,,,A10
WA2_WAB_MENGE,,,numeric (24. 9)
WA2_WAB_STORNODATUM,,,DATE
WA2_WAB_WARENEINGBUCHBETRAG,,,numeric (24. 9)
WA2_WAB_WARENEINGBUCHID,,,bigint (19. 0)
WA2_WAB_WARENEINGKOPFID,,,SEQID
WA2_WAB_WARENEINGPOSLFDNR,,,N9
WAA_AENDERUNGSDATUM,,,DATE
WAA_AKTENBEZ,,,A255
WAA_AKTENLFDNR,,,N9
WAA_AKTENNR,,,N2
WAA_AKTENSYMBOL,,,A20
WAA_ERSTELLDATUM,,,DATE
WAA_ERSTELLUSER,,,A10
WAA_LANDNR,,,N4
WAA_LETZTERUSER,,,A10
WAA_MATCHCODE,,,A30
WAB_ABT_KOSTENSTAMMNR,,,A20
WAB_AENDERUNGSDATUM,,,DATE
WAB_BELEGDATUM,,,DATE
WAB_BELEGNUMMER,,,N9
WAB_BELEGSYMBOL,,,A4
WAB_BPD_BESTPOSLFDNR,,,N9
WAB_BPD_BESTPRODERFASSNR,,,N18
WAB_BPD_ERFASSPOSDETLFDNR,,,N9
WAB_BPD_ERFASSUNGSKZ,,,A3
WAB_BPD_FIRMENNR,,,N10
WAB_BUCHART,,,N2
WAB_BUCHKENNZ,,,N1
WAB_BUCHUNGSTEXT,,,A100
WAB_DIM_KOSTENSTAMMNR,,,A20
WAB_EINHEITKBEZ,,,A6
WAB_ERKONTRPOS_ID,,,SEQID
WAB_ERSTELLDATUM,,,DATE
WAB_ERSTELLUSER,,,A10
WAB_FIBU_EINZNW_GUID,,,N15
WAB_FIBUGEGENKONTO,,,N10
WAB_FIBUKONTO,,,N10
WAB_FIRMENNR,,,N10
WAB_GBR_KOSTENSTAMMNR,,,A20
WAB_GKTO_KOREMENGENNR,,,A18
WAB_ISTKORRIGIERT,,,N1
WAB_ISTSTORNIERT,,,N1
WAB_KOMMENTAR,,,A255
WAB_KORE_EINZNW_GUID,,,N15
WAB_KOREMENGE,,,numeric (19. 6)
WAB_KOREMENGENNR,,,A18
WAB_KOREMENGENNR_BMD5X,,,N3
WAB_KOSTENST_KOSTENSTAMMNR,,,A20
WAB_KOSTENTR_KOSTENSTAMMNR,,,A20
WAB_LETZTERUSER,,,A10
WAB_MENGE,,,numeric (24. 9)
WAB_STORNODATUM,,,DATE
WAB_WARENEINGBUCHBETRAG,,,numeric (24. 9)
WAB_WARENEINGBUCHID,,,bigint (19. 0)
WAB_WARENEINGKOPFID,,,SEQID
WAB_WARENEINGPOSLFDNR,,,N9
WAD_ABGABENERMITTLUNG,,,N1
WAD_ABGABENERMITTLUNG_EK,,,N1
WAD_ABGANGSLAGER_FIRMENNR,,,N10
WAD_ABGANGSLAGER_LAGERNR,,,N9
WAD_ADRESSLFDNR,,,N15
WAD_AENDERUNGSDATUM,,,DATE
WAD_APG_FIRMENNR,,,N10
WAD_APG_PRODUKTGRPNR,,,A8
WAD_ARAVERRECHNUNG,,,N1
WAD_AUSLIEFADR_FIRMENNR,,,N10
WAD_AUSLIEFADR_PERSONENID,,,A16
WAD_BEARB_FIRMENNR,,,N10
WAD_BEARB_MITARBEITERID,,,A16
WAD_BESTELLINTERVALL,,,A255
WAD_BONUSJAHR_BEGINN_MONAT,,,N2
WAD_BONUSJAHR_BEGINN_TAG,,,N2
WAD_BONUSKUNDE_FIRMENNR,,,N10
WAD_BONUSKUNDE_KLID,,,A16
WAD_CHRONIK,,,N15
WAD_DRUCK_POS_VKWERT0,,,N1
WAD_EDI_PFAD,,,A255
WAD_EIGENEKULINR,,,A35
WAD_EINGANGSRECHNUNGSART,,,N2
WAD_EMAILTEXT_WTB_FIRMENNR,,,N10
WAD_EMAILTEXT_WWSTEXTBNR,,,N15
WAD_ER_KONTROLLE,,,N1
WAD_ER_SPERRE,,,N1
WAD_ERLOESAUFWANDKZ,,,N4
WAD_ERPEL_COMPANYID,,,A36
WAD_ERSTELLDATUM,,,DATE
WAD_ERSTELLUSER,,,A10
WAD_FILIALNR,,,N10
WAD_FRACHTANTEIL_INLAND,,,numeric (15. 5)
WAD_FREMDF_EIGENTRANSPORT,,,N1
WAD_FUSS_LFS_WWSTEXTBNR,,,N15
WAD_FUSS_RNG_WWSTEXTBNR,,,N15
WAD_FWW_FIRMENNR,,,N10
WAD_GESAMTLIEFERUNGSKZ,,,N1
WAD_HAUPTFIRMENNR,,,N10
WAD_IST_ARAPFLICHTIG,,,N1
WAD_IST_BRUTTONETTO,,,N1
WAD_IST_EAGPFLICHTIG,,,N1
WAD_KOPF_LFS_WWSTEXTBNR,,,N15
WAD_KOPF_RNG_WWSTEXTBNR,,,N15
WAD_KOPFTEXT_WWSTEXTBNR,,,N15
WAD_KORE_FIRMENNR,,,N10
WAD_KORENR,,,N6
WAD_KOSTELLE,,,N10
WAD_KOTRAEGERNR,,,N10
WAD_LANDNR,,,N4
WAD_LETZTERUSER,,,A10
WAD_LIEFBEW_KLASSE,,,A1
WAD_LIEFERBNR,,,N6
WAD_LIEFEREMPF_ADRESSLFDNR,,,N15
WAD_LIEFEREMPF_FIRMENNR,,,N10
WAD_LIEFEREMPF_KLID,,,A16
WAD_LIEFERINTERVALL,,,A255
WAD_LIEFERSPERRE,,,N1
WAD_LIEFERZEIT,,,N7
WAD_LIEFERZEIT_EK,,,N7
WAD_MAHNSCHEMAFIRMENNR,,,N10
WAD_MAHNSCHEMANR,,,N4
WAD_MAHNSPERRE,,,N1
WAD_MINDESTBESTELLWERT,,,numeric (24. 9)
WAD_MIT_SAMMELRECHNUNG,,,N1
WAD_MITEDIAUFTRAGSBEST,,,N1
WAD_MITEDIBESTELLUNG,,,N1
WAD_MITEDIRECHNUNG,,,N1
WAD_MITGLIEDSNR_EINKGEN,,,A50
WAD_MITLIEFERSCHEIN,,,N1
WAD_MITPROVISION,,,N1
WAD_MITRABATT,,,N1
WAD_NURKUNDARTIKEL,,,N1
WAD_PGARANTIE_BISDATUM,,,DATE
WAD_PGARANTIE_SUCHDATUM,,,DATE
WAD_QUALITAETSKONTROLLE,,,N1
WAD_RABATTKZ,,,N1
WAD_RABATTKZ_EK,,,N1
WAD_RECHEMPF_ADRESSLFDNR,,,N15
WAD_RECHEMPF_FIRMENNR,,,N10
WAD_RECHEMPF_KLID,,,A16
WAD_RECHLEG_ADRESSLFDNR,,,N15
WAD_RECHLEG_FIRMENNR,,,N10
WAD_RECHLEG_KLID,,,A16
WAD_SAMMELRECHID,,,N15
WAD_SCHLUSSTEXT_WWSTEXTBNR,,,N15
WAD_SPEDITION_FIRMENNR,,,N10
WAD_SPEDITION_PERSONENID,,,A16
WAD_STATISTIKSPERRE,,,N1
WAD_TRANSPORTTYPENVERW,,,N1
WAD_VERSANDARTNR,,,N4
WAD_VKP_ERMITTLUNG,,,N1
WAD_WAEHRUNGSCODE,,,A4
WAD_WARENVERZ_DRUCKEN,,,N1
WAD_ZIELLAGER_FIRMENNR,,,N10
WAD_ZIELLAGER_LAGERNR,,,N9
WAD_ZIELLAGER_LAGERPLATZ,,,A15
WAD_ZRECHEMPF_ADRESSLFDNR,,,N15
WAD_ZRECHEMPF_FIRMENNR,,,N10
WAD_ZRECHEMPF_KLID,,,A16
WAD_ZUSAMMENF_GL_RECHPOS,,,N1
WAE_AENDERUNGSDATUM,,,DATE
WAE_EINGABEFAKTOR,,,N18
WAE_ERSTELLDATUM,,,DATE
WAE_ERSTELLUSER,,,A10
WAE_EUROCODE,,,N2
WAE_ISO_WAEHRUNGSCODE,,,A3
WAE_ISTHAEUFIG,,,N1
WAE_ISTKRYPTO,,,N1
WAE_LETZTERUSER,,,A10
WAE_MATCHCODE,,,A30
WAE_RUNDEN_BETRAG_AUF,,,N1
WAE_RUNDEN_STEUER_AUF,,,N1
WAE_RUNDUNGSART,,,N1
WAE_WAEHRUNGSBEZ,,,A50
WAE_WAEHRUNGSCODE,,,A4
WAE_WAEHRUNGSKUERZEL,,,A4
WAF_ADRESSLFDNR,,,N15
WAF_AENDERUNGSDATUM,,,DATE
WAF_APG_FIRMENNR,,,N10
WAF_APG_PRODUKTGRPNR,,,A8
WAF_EIGENEKULINR,,,A35
WAF_EKZ_FIRMENNR,,,N10
WAF_ERLOESAUFWANDKZ,,,N4
WAF_ERSTELLDATUM,,,DATE
WAF_ERSTELLUSER,,,A10
WAF_FILIALNR,,,N10
WAF_FIRMENNR,,,N10
WAF_FREMDF_EIGENTRANSPORT,,,N1
WAF_LANDNR,,,N4
WAF_LETZTERUSER,,,A10
WAF_PERFIRMENNR,,,N10
WAF_PERSONENID,,,A16
WAF_TRSID,,,N15
WAF_ZIELLAGER_FIRMENNR,,,N10
WAF_ZIELLAGER_LAGERNR,,,N9
WAF_ZIELLAGER_LAGERPLATZ,,,A15
WAG_ABT_KOSTENSTAMMNR,,,A20
WAG_AENDERUNGSCODE,,,N1
WAG_AENDERUNGSDATUM,,,DATE
WAG_AKTIV,,,N1
WAG_ARTIKELNR_PREFIX,,,A40
WAG_AUSDRUCK_BEZUGSZEITR,,,N1
WAG_AUSDRUCKKZ,,,A20
WAG_BEARB_EK_FIRMENNR,,,N10
WAG_BEARB_EK_MITARBID,,,A16
WAG_BESCHAFFUNGSART,,,N1
WAG_BESCHR_WWSTEXTBNR,,,N15
WAG_BESTELLVORSCHLAGKZ,,,N1
WAG_BMDWVNR,,,A15
WAG_CHARGENKZ,,,N1
WAG_CHARGENREINHEIT,,,N1
WAG_DBPROZENT_DIVERS,,,numeric (24. 9)
WAG_DIFFBEST_ERLAUBT,,,N1
WAG_DIM_KOSTENSTAMMNR,,,A20
WAG_EAG_PACKSTOFFNR,,,N4
WAG_EAGTABNR,,,N9
WAG_EDIT_DOG,,,A10
WAG_EINHEITENTABNR,,,N9
WAG_EKPREISKZ_ABBV,,,N1
WAG_ERSTELLDATUM,,,DATE
WAG_ERSTELLUSER,,,A10
WAG_ETIKETTENCODE,,,N2
WAG_ETIKETTENKZ,,,N1
WAG_FARBCODENR,,,N2
WAG_FARBCODETABNR,,,N2
WAG_FARBE_ZWINGEND,,,N1
WAG_FARBENTABNR,,,N9
WAG_FBK_SPEICHERNAME,,,A30
WAG_FEAID,,,SEQID
WAG_FIRMENNR,,,N10
WAG_FOTONR,,,N15
WAG_FRACHT_BERECHTIGT,,,N1
WAG_FREIFELDA03_120,,,A120
WAG_FREIFELDA04_120,,,A120
WAG_FREIFELDA05,,,BIGSTRING
WAG_FREIFELDA1,,,A20
WAG_FREIFELDA2,,,A20
WAG_FREIFELDNK1,,,numeric (24. 9)
WAG_FREIFELDNK2,,,numeric (24. 9)
WAG_GARANTIEZEITRAUM,,,N6
WAG_GARANTIEZEITRAUMKZ,,,N1
WAG_GBR_KOSTENSTAMMNR,,,A20
WAG_GEFAHRENGUTNR,,,N9
WAG_GEPL_ABGANG_BUCHEN,,,N1
WAG_GROESSE_ZWINGEND,,,N1
WAG_GROESSENTABNR,,,N9
WAG_GUTSCHEINAKTIONKZ,,,N1
WAG_HAT_FARBEN,,,N1
WAG_HAT_GROESSEN,,,N1
WAG_IFZ_FIRMENNR,,,N10
WAG_INTRASTAT_SETKZ,,,N1
WAG_INTRASTAT_SETKZ_EK,,,N1
WAG_INTRASTATPFLICHTIG,,,N1
WAG_INTRASTATWVNR,,,A10
WAG_IOGID,,,bigint (19. 0)
WAG_IST_DIVERS,,,N1
WAG_IST_EIGENPRODUKTION,,,N1
WAG_IST_PFANDARTIKEL,,,N1
WAG_IST_SHOPARTIKEL,,,N1
WAG_IST_STATISTIKARTIKEL,,,N1
WAG_IST_VERLEIHARTIKEL,,,N1
WAG_IST_VERRECHNARTIKEL,,,N1
WAG_ISTTAETIGKEITSGRUPPE,,,N1
WAG_KONTENTABNR,,,N9
WAG_KOSTENST_KOSTENSTAMMNR,,,A20
WAG_KOSTENTR_KOSTENSTAMMNR,,,A20
WAG_KURZBEZ,,,A50
WAG_LAG_EINSTPREIS_ERMKZ,,,N2
WAG_LAGERKZ,,,N1
WAG_LAGERUNTERSCHREITUNG,,,N2
WAG_LAP_FINDUNG_EK,,,N1
WAG_LETZTERUSER,,,A10
WAG_LSG_FIRMENNR,,,N10
WAG_LSG_LFSHAUPTGRUPPE,,,N9
WAG_LSG_LFSUNTERGRUPPE,,,N9
WAG_MATCHCODE,,,A30
WAG_MATERIALFINDUNGKZ,,,N1
WAG_MAXIMALRABATT,,,numeric (24. 9)
WAG_MHDRUNDUNG,,,N1
WAG_MINDESTDB,,,numeric (24. 9)
WAG_MINDESTHALTBARKEIT,,,N7
WAG_MIT_AUSDRUCK_GRUPPE,,,N1
WAG_MIT_BEZUGSJAHR_TRENNEN,,,N1
